SYMBOL,GID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMEM26,104831966,transmembrane protein 26,21.02209979,-3.071493222,0.99322206,-3.092453688,0.001985092,0.034340787
LOC104835352,104835352,serpin B10-like,11.61514508,-3.07627321,1.031364549,-2.982721495,0.002856978,0.039857895
PYGO1,104834716,pygopus homolog 1,28.12828382,-3.078917631,1.051593799,-2.927858299,0.003413056,0.043186418
RANBP3L,104830621,ran-binding protein 3-like,46.85460632,-3.086520812,0.818132303,-3.772642641,0.000161528,0.011104228
LOC104829600,104829600,ferritin-like,25.67333297,-3.089649202,0.848188126,-3.642646138,0.00026985,0.014217544
AICDA,104836676,single-stranded DNA cytosine deaminase,13.95231587,-3.091536477,0.992824533,-3.11388002,0.001846446,0.032750277
ENC1,104841268,ectoderm-neural cortex protein 1,9.53180645,-3.096300774,0.926999527,-3.340131991,0.000837386,0.023239113
SOWAHC,104836964,ankyrin repeat domain-containing protein SOWAHC,10.88562357,-3.096518152,1.026060258,-3.017871638,0.002545567,0.038342695
RASGEF1B,104829890,ras-GEF domain-containing family member 1B isoform X1,28.22298285,-3.098555877,0.894439323,-3.464243798,0.000531724,0.019087635
LOC104839896,104839896,granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like,17.2520951,-3.104247143,0.707059557,-4.390361624,1.13E-05,0.003693765
ITGB5,104832634,integrin beta-5,113.9823069,-3.114962838,0.91034716,-3.421730716,0.000622239,0.020075799
SLC13A3,104833119,solute carrier family 13 member 3,40.90248836,-3.118948999,0.959948731,-3.249078725,0.001157794,0.026645708
PLXNB2,104840384,plexin-B2,107.8973545,-3.123877984,0.81932214,-3.81275915,0.000137424,0.010398747
ARHGAP31,104831692,rho GTPase-activating protein 31,107.7653495,-3.125464683,0.734458498,-4.255468065,2.09E-05,0.00456713
COLQ,104843137,acetylcholinesterase collagenic tail peptide,41.06020969,-3.12691882,0.965884619,-3.23736268,0.0012064,0.027212609
LOC104833504,104833504,putative short-chain dehydrogenase/reductase family 42E member 2,13.64998553,-3.134906063,1.071163157,-2.926637312,0.003426482,0.043264993
RND2,104843057,rho-related GTP-binding protein RhoN,46.0714355,-3.136182083,0.726609512,-4.316186387,1.59E-05,0.003794798
KANK1,104841249,KN motif and ankyrin repeat domain-containing protein 1,26.34034372,-3.136894425,1.019338816,-3.07738151,0.002088278,0.035541282
BACE2,104839841,beta-secretase 2,36.39263714,-3.145441869,1.026177259,-3.06520325,0.002175221,0.036345466
LOC104836426,104836426,pantetheinase-like,49.8547666,-3.148509317,0.890510968,-3.535621042,0.000406818,0.016912687
LOC104833000,104833000,collagen alpha-1(XXVIII) chain-like,44.90965986,-3.174323874,1.021843035,-3.10646916,0.001893361,0.033301616
SMYD1,104840062,histone-lysine N-methyltransferase SMYD1 isoform X1,41.8937303,-3.180016599,1.101938313,-2.885839037,0.003903718,0.046499774
PDGFA,104833534,platelet-derived growth factor subunit A isoform X1,47.68872568,-3.180163095,0.762686278,-4.169687049,3.05E-05,0.005552762
SLC11A1,104833181,natural resistance-associated macrophage protein 1,13.37732609,-3.187754665,1.099395034,-2.899553451,0.003736946,0.045266138
FLVCR1,104837414,feline leukemia virus subgroup C receptor-related protein 1,20.95095517,-3.201691679,0.931667265,-3.436518381,0.000589242,0.019903346
FRRS1L,104841740,DOMON domain-containing protein FRRS1L,12.19650093,-3.213161513,1.00867364,-3.18553136,0.001444884,0.029452121
SHF,104834331,SH2 domain-containing adapter protein F isoform X1,25.68106903,-3.213620118,0.915018911,-3.512080547,0.000444613,0.017713795
HAPLN3,104834555,hyaluronan and proteoglycan link protein 3,7.601337955,-3.240528841,1.068367276,-3.033159956,0.002420073,0.037598709
LOC104828449,104828449,stromelysin-1-like,10.35508256,-3.252576487,1.136446108,-2.862059593,0.004208978,0.048154584
LOC104843306,104843306,melanopsin-like,64.78315052,-3.253809569,0.920233519,-3.535852043,0.000406462,0.016912687
ADAM15,104829718,disintegrin and metalloproteinase domain-containing protein 15,10.19022117,-3.265919824,1.036400469,-3.15121415,0.001625932,0.030873732
ADTRP,104835302,androgen-dependent TFPI-regulating protein,46.90946787,-3.267328724,0.849617784,-3.845645403,0.000120236,0.010036805
FLT1,104834974,vascular endothelial growth factor receptor 1 isoform X1,227.8358277,-3.274852561,0.642122789,-5.100041017,3.40E-07,0.000881277
CYSLTR2,104841638,cysteinyl leukotriene receptor 2,23.45801617,-3.275404174,0.813074866,-4.028416458,5.62E-05,0.006964364
SRD5A1,104834279,3-oxo-5-alpha-steroid 4-dehydrogenase 1,24.39293585,-3.277619714,0.985991978,-3.324184969,0.000886774,0.02373304
SPAG6,104839830,sperm-associated antigen 6,27.90432179,-3.27995277,0.967309443,-3.390799907,0.00069689,0.021369927
OCSTAMP,104833218,LOW QUALITY PROTEIN: osteoclast stimulatory transmembrane protein,23.87483235,-3.296125444,0.887048803,-3.715833258,0.000202535,0.01219139
LOC104833743,104833743,uncharacterized protein C7orf62 homolog,6.610265918,-3.313220779,1.093403759,-3.030189672,0.002444002,0.037631361
CNTFR,104829772,ciliary neurotrophic factor receptor subunit alpha isoform X1,98.41948755,-3.31783338,0.764415527,-4.340353199,1.42E-05,0.003717307
PCDH1,104839057,protocadherin-1,98.19756698,-3.326056906,0.871266265,-3.817497637,0.000134812,0.010350025
CRYBB1,104840816,beta-crystallin B1,10.1395793,-3.337707657,1.166771786,-2.860634528,0.004227941,0.048154584
DLL4,104839748,delta-like protein 4,14.93005638,-3.339005415,1.114294943,-2.996518503,0.002730817,0.039025448
C3,104832615,complement C3,37.41766867,-3.341509921,0.959986225,-3.480789448,0.000499938,0.018515321
BCL2A1,104834543,bcl-2-related protein A1,14.3530373,-3.345087318,0.811517667,-4.122014167,3.76E-05,0.005809248
LOC104832719,104832719,ras-like protein family member 11A-like,13.3316644,-3.362066536,1.172275852,-2.86798242,0.004130985,0.048093582
MBOAT4,104827774,LOW QUALITY PROTEIN: ghrelin O-acyltransferase,13.92605842,-3.369253404,1.187451386,-2.837382181,0.004548513,0.049478964
PVALB,104842802,parvalbumin alpha,17.15682162,-3.374914787,1.071361054,-3.150118976,0.00163204,0.030873732
NR2F6,104829186,nuclear receptor subfamily 2 group F member 6,12.44930003,-3.378930455,1.108760591,-3.047484266,0.002307656,0.037113037
MAP3K6,104837319,mitogen-activated protein kinase kinase kinase 6,19.80168182,-3.383637536,0.956074809,-3.539092867,0.000401505,0.016912687
MXRA5,104839860,matrix-remodeling-associated protein 5,19.40023897,-3.429734312,1.04320394,-3.28769302,0.001010119,0.025136753
BMPER,104841277,BMP-binding endothelial regulator protein,194.6291492,-3.440693301,0.790458909,-4.352779458,1.34E-05,0.003717307
SQLE,104837664,squalene monooxygenase,26.86919541,-3.45784827,0.847645006,-4.079358981,4.52E-05,0.006231322
SERINC2,104837231,serine incorporator 2,31.57978564,-3.461257417,0.969725003,-3.569318523,0.000357911,0.015899425
HPGDS,104843304,hematopoietic prostaglandin D synthase,105.6010902,-3.468196127,0.682575964,-5.081040518,3.75E-07,0.000881277
RBM47,104836102,RNA-binding protein 47 isoform X1,11.59195858,-3.485285184,1.042504348,-3.343185272,0.000828226,0.023120982
AATK,104838774,serine/threonine-protein kinase LMTK1,10.62837693,-3.495365284,1.13559509,-3.078003168,0.002083927,0.035541282
PCDH18,104841756,protocadherin-18 isoform X1,10.78227515,-3.511238073,1.229476371,-2.855880892,0.004291761,0.048440225
IFT27,104842801,intraflagellar transport protein 27 homolog isoform X1,9.40308891,-3.514923146,1.206693657,-2.912854581,0.003581413,0.044448386
GALNT12,104841731,polypeptide N-acetylgalactosaminyltransferase 12,67.02688907,-3.534120004,0.902323924,-3.916686582,8.98E-05,0.008743023
KIAA1377,104838495,uncharacterized protein KIAA1377 homolog,46.24361448,-3.542360128,0.970608529,-3.649628067,0.00026262,0.01416001
SDC3,104837331,syndecan-3,17.79377965,-3.542790955,1.027062398,-3.449440815,0.000561749,0.019744568
PTHLH,104836632,parathyroid hormone-related protein,10.11278224,-3.556628632,1.200641027,-2.962274777,0.003053751,0.041073345
PLCD1,104827851,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",74.27394737,-3.558247443,0.860625932,-4.134487832,3.56E-05,0.005756535
LOC104833306,104833306,LOW QUALITY PROTEIN: mas-related G-protein coupled receptor member X1-like,8.861018758,-3.581935061,1.005159357,-3.563549437,0.000365874,0.016101507
ASS1,104833904,argininosuccinate synthase,61.31581016,-3.593841604,0.856097675,-4.197934076,2.69E-05,0.005278952
CHRNA1,104831083,acetylcholine receptor subunit alpha isoform X1,12.38903436,-3.597555643,1.197710545,-3.003693719,0.002667237,0.03864187
MMP7,104828459,matrilysin,6.48702567,-3.601642812,1.065987445,-3.378691587,0.000728317,0.021845135
LEPREL2,104831865,prolyl 3-hydroxylase 3,14.51246647,-3.621214799,1.038898866,-3.48562783,0.000490984,0.018483364
CABP7,104829213,calcium-binding protein 7,11.86559068,-3.644068042,1.217817693,-2.992293563,0.002768899,0.039249698
TM4SF4,104842509,transmembrane 4 L6 family member 4,8.595850966,-3.645757277,1.239666928,-2.940916786,0.003272424,0.042606366
MOGAT2,104837475,2-acylglycerol O-acyltransferase 2,44.13353752,-3.661522756,0.856750924,-4.273730737,1.92E-05,0.004301843
EGLN3,104841765,egl nine homolog 3,189.3759092,-3.667500737,0.742709211,-4.938003572,7.89E-07,0.001048346
CRLF1,104829201,cytokine receptor-like factor 1,10.61302822,-3.66779734,1.177546688,-3.114778698,0.00184083,0.032750277
CDHR4,104828131,LOW QUALITY PROTEIN: cadherin-related family member 4,12.3914468,-3.673978223,1.156997806,-3.17544096,0.00149609,0.029978977
PTGFRN,104831823,prostaglandin F2 receptor negative regulator,62.11974334,-3.677678543,0.890820407,-4.128417485,3.65E-05,0.005779158
CILP2,104829191,cartilage intermediate layer protein 2,10.92267439,-3.679511068,1.16416158,-3.160653239,0.001574158,0.030543607
NOG,104838746,noggin,6.571812003,-3.689369518,1.228078856,-3.004179659,0.00266298,0.038633415
GJA1,104843100,gap junction alpha-1 protein,19.02278062,-3.701178331,0.986920373,-3.750229938,0.000176672,0.011541871
DCN,104828279,decorin,60.11112755,-3.751666668,0.741414834,-5.060145136,4.19E-07,0.000881277
TLCD2,104835570,TLC domain-containing protein 2,7.63467853,-3.756638022,1.052555452,-3.569064237,0.000358259,0.015899425
GPR88,104829414,probable G-protein coupled receptor 88,8.492298262,-3.782298999,1.28580061,-2.941590608,0.003265313,0.042606366
MFSD7,104830854,major facilitator superfamily domain-containing protein 7,15.35824541,-3.808392028,1.041555897,-3.656445171,0.000255737,0.013995568
PVRL1,104840483,nectin-1,123.5039262,-3.843564413,0.778678507,-4.93600938,7.97E-07,0.001048346
BPIFB2,104833166,BPI fold-containing family B member 2,11.75977412,-3.850020383,1.257416743,-3.061849147,0.002199743,0.036436055
TGFBI,104838868,transforming growth factor-beta-induced protein ig-h3,29.29584364,-3.880938265,1.132328598,-3.427395788,0.0006094,0.019967822
AK7,104841902,adenylate kinase 7,25.35664038,-3.919585915,1.206798771,-3.247920043,0.001162519,0.026645708
RSPO4,104832984,R-spondin-4,13.28980597,-3.929330916,1.299520629,-3.023677214,0.002497227,0.037935866
NPR2,104833289,atrial natriuretic peptide receptor 2,10.40472398,-3.95020185,1.101742659,-3.585412455,0.000336546,0.015554963
CSRP2,104828252,cysteine and glycine-rich protein 2 isoform X1,14.70467795,-3.960515289,1.365948634,-2.899461364,0.003738044,0.045266138
NEUROD1,104832869,neurogenic differentiation factor 1,14.16558071,-3.968948228,1.19182311,-3.330148741,0.000867996,0.023529851
LRP4,104839755,low-density lipoprotein receptor-related protein 4,109.713492,-3.985232274,0.875622098,-4.551315325,5.33E-06,0.002670149
LOC104828480,104828480,mitochondrial amidoxime reducing component 2-like,10.37184948,-3.998765714,1.313308469,-3.044803114,0.002328327,0.037131826
MAP6,104837476,microtubule-associated protein 6,46.92502,-4.007689259,1.004495027,-3.989755201,6.61E-05,0.007659467
MARCO,104836507,macrophage receptor MARCO,12.34483198,-4.025059514,1.309384226,-3.074009472,0.002112027,0.035714313
NR2F2,104834575,COUP transcription factor 2 isoform X1,27.38626594,-4.028968538,1.080330087,-3.729386588,0.000191946,0.011806392
PI15,104837017,peptidase inhibitor 15,23.18143827,-4.039823905,1.251011166,-3.22924688,0.001241167,0.02749989
DPT,104831661,dermatopontin,29.25108527,-4.040914669,1.177637771,-3.431373185,0.000600534,0.019903346
SH3TC2,104839120,SH3 domain and tetratricopeptide repeat-containing protein 2,27.39812746,-4.07071224,0.994812931,-4.091937402,4.28E-05,0.006231322
DLGAP3,104837272,disks large-associated protein 3,14.33499442,-4.071136378,1.152436152,-3.532635081,0.00041144,0.017037502
SLC22A3,104842259,solute carrier family 22 member 3,49.17489188,-4.078893454,0.941676275,-4.331524071,1.48E-05,0.003717307
LOC104838884,104838884,uncharacterized LOC104838884,11.13485175,-4.091258123,1.181745763,-3.462045943,0.000536086,0.019133776
NRN1,104835326,neuritin,12.46397988,-4.129560263,1.256534934,-3.286466735,0.001014528,0.025136753
CSF3,104842907,granulocyte colony-stimulating factor,9.785745849,-4.141169509,1.080224486,-3.833619367,0.000126271,0.010132359
LOC104840522,104840522,uncharacterized protein C11orf53 homolog,11.54244992,-4.166885793,1.26480485,-3.294489101,0.000986008,0.024802429
FAM3D,104835397,protein FAM3D,10.55131198,-4.186902063,1.475978183,-2.836696445,0.004558293,0.049478964
HR,104828980,lysine-specific demethylase hairless,8.978567224,-4.187688498,1.390368981,-3.011926009,0.002595959,0.038438581
LOC104834329,104834329,"keratin, type I cytoskeletal 18-like",8.853328113,-4.292068313,1.506194811,-2.849610344,0.004377282,0.048875001
LOC104827962,104827962,somatotropin isoform X1,7.660820202,-4.300787529,1.343645978,-3.200833851,0.001370305,0.028795249
SYPL1,104840269,synaptophysin-like protein 1,5.602555325,-4.33838599,1.371085543,-3.164197897,0.00155511,0.030516135
STRC,104834766,stereocilin,13.4186205,-4.379554379,1.244553566,-3.5189762,0.000433216,0.017458089
DCST1,104829719,DC-STAMP domain-containing protein 1,4.21242025,-4.388162246,1.415248954,-3.10062921,0.001931099,0.033682397
THNSL2,104840064,threonine synthase-like 2,13.19837152,-4.441562161,1.289656404,-3.44398876,0.0005732,0.019903346
IGFBP2,104832258,insulin-like growth factor-binding protein 2,7.711596967,-4.443460295,1.440000285,-3.085735704,0.002030492,0.034900207
IGSF9B,104840511,protein turtle homolog B,102.0821546,-4.478308425,0.883527897,-5.068666692,4.01E-07,0.000881277
NCAN,104829197,neurocan core protein,12.57100554,-4.575471331,1.301762664,-3.514827593,0.00044004,0.017665405
LOC104835536,104835536,regakine-1-like,2.948005194,-4.736128361,1.60010626,-2.959883652,0.003077552,0.041291965
LOC104840751,104840751,opsin-VA-like,11.95418083,-4.756779645,1.52171578,-3.125931732,0.001772427,0.032047732
KRT4,104834326,"keratin, type II cytoskeletal 4",7.498913103,-4.834013018,1.514590289,-3.1916308,0.00141472,0.029042436
PITX3,104831884,pituitary homeobox 3,10.94952413,-4.952296754,1.656666088,-2.989314979,0.002796037,0.039446607
LOC104842040,104842040,nutritionally-regulated adipose and cardiac enriched protein homolog,8.981930407,-4.973056531,1.651876223,-3.010550344,0.002607747,0.038468842
CACNB1,104843007,voltage-dependent L-type calcium channel subunit beta-1,8.576682841,-5.096425311,1.683150694,-3.027907917,0.002462531,0.037756417
GEM,104837758,GTP-binding protein GEM,10.34048612,-5.11492249,1.521469297,-3.361830897,0.000774275,0.022373151
EFCAB9,104839118,EF-hand calcium-binding domain-containing protein 9,6.489224075,-5.308706808,1.615483202,-3.286141758,0.001015699,0.025136753
DCST2,104829720,DC-STAMP domain-containing protein 2,7.577580594,-5.436093053,1.492541391,-3.642172394,0.000270347,0.014217544
RAB7B,104839133,ras-related protein Rab-7b,4.731960035,-5.735669381,1.968152316,-2.914240597,0.00356555,0.044381603
NOS3,104829386,"LOW QUALITY PROTEIN: nitric oxide synthase, endothelial",9.458612851,-5.801325403,1.541739507,-3.762844098,0.000167992,0.011183159
