GeneID,Chr,Start,End,Strand,Length,Eagle_002_lps,Eagle_004_lps,Eagle_006_lps,Eagle_007_lps,Eagle_008_lps,Eagle_012_lps,Eagle_013_lps,Eagle_014_lps,Eagle_015_lps,Eagle_020_lps,Eagle_021_lps,Eagle_022_lps
CRYGN,NW_010972436.1,23157529,23166592,+,9064,291,10,1,16,6,5,10,1,25,1,22,6
WDR86,NW_010972436.1,23184940,23206929,+,21990,433,89,0,65,11,14,33,9,41,5,85,29
NUB1,NW_010972436.1,23210548,23227745,-,17198,463,4493,61,4960,632,382,1300,946,3414,347,2693,2744
LOC104843330,NW_010972436.1,23233748,23239395,-,5648,118,237,5,219,46,34,116,92,400,39,184,240
XYLB,NW_010972436.1,23251428,23334949,+,83522,1504,848,14,918,128,98,306,192,773,95,688,510
ACVR2B,NW_010972436.1,23623292,23719625,+,96334,1990,1608,18,1182,121,30,407,135,217,765,369,4924
EXOG,NW_010972436.1,23730192,23760504,+,30313,579,2544,46,1915,236,96,471,512,879,618,865,5418
SCN5A,NW_010972436.1,23850146,24024817,-,174672,3216,158,2,119,26,11,32,34,96,12,151,57
LOC104829073,NW_010972436.1,24084803,24119426,-,34624,504,15,0,26,2,6,18,7,18,1,21,19
LOC104829076,NW_010972436.1,24146506,24202746,-,56241,841,39,0,39,6,4,19,9,38,2,48,23
WDR48,NW_010972436.1,24213605,24243032,+,29428,558,3057,57,3855,423,304,1029,967,3054,328,1814,2445
GORASP1,NW_010972436.1,24248524,24256751,-,8228,158,272,2,256,36,19,57,52,192,27,160,162
LOC104829083,NW_010972436.1,24282466,24289958,+,7493,168,10,0,4,2,0,2,0,3,0,7,2
CSRNP1,NW_010972436.1,24302780,24308460,-,5681,156,264,12,158,25,17,42,8,18,13,220,46
XIRP1,NW_010972436.1,24602294,24624122,+,21829,502,20,0,11,2,1,4,3,10,1,20,8
LOC104829091,NW_010972436.1,24641875,24647938,-,6064,144,3,0,3,0,0,0,0,4,0,8,1
OXSR1,NW_010972436.1,24650170,24747470,-,97301,2138,3421,86,2318,314,233,784,553,1456,249,2111,1606
MYD88,NW_010972436.1,24755198,24767737,-,12540,317,1502,20,1531,165,139,359,210,879,84,933,936
LOC104829106,NW_010972436.1,24769382,24790689,-,21308,469,35,1,29,5,1,5,4,19,3,53,9
LOC104827837,NW_010972436.1,24825896,24884629,+,58734,1335,576,14,1779,92,51,118,191,403,222,469,589
ACAA1,NW_010972436.1,24888035,24901111,+,13077,291,1374,27,1823,251,185,445,448,1405,145,770,1270
DLEC1,NW_010972436.1,24901255,24940607,-,39353,813,623,7,713,116,88,176,166,499,52,243,640
PLCD1,NW_010972436.1,24968046,25015433,+,47388,1106,293,1,46,9,7,13,7,23,5,129,22
VILL,NW_010972436.1,25019055,25056867,-,37813,881,22,0,27,8,3,10,11,48,2,37,24
CTDSPL,NW_010972436.1,25075956,25161602,-,85647,2079,20430,335,21921,2927,2101,5957,5095,18677,1872,10019,14114
GARS,NW_010972436.1,25306184,25334820,+,28637,632,1559,26,1568,185,129,491,422,1466,119,770,1436
LOC104829121,NW_010972436.1,25346490,25365740,-,19251,400,9,1,11,4,1,4,5,9,0,30,6
CRHR2,NW_010972436.1,25420109,25530727,-,110619,2097,37,0,66,7,9,23,17,60,8,93,43
FAM188B,NW_010972436.1,25725369,25805944,+,80576,1327,58,0,50,12,5,18,11,47,4,82,34
AQP1,NW_010972436.1,25862317,25880995,+,18679,338,70,0,14,1,2,13,2,13,0,31,6
GHRHR,NW_010972436.1,25913477,25936275,+,22799,431,8,1,12,3,1,9,6,7,1,20,2
ADCYAP1R1,NW_010972436.1,26196511,26302553,+,106043,1802,48,1,68,14,13,27,17,58,2,74,25
LOC104827927,NW_010972436.1,26314313,26343562,-,29250,464,8,0,19,2,3,5,3,6,1,20,11
VIPR1,NW_010972436.1,26639405,26715208,+,75804,1381,29,2,37,14,4,23,11,44,2,59,26
SEC22C,NW_010972436.1,26767137,26817337,-,50201,1209,3729,67,4671,544,516,1131,1217,3954,391,2390,3557
NKTR,NW_010972436.1,26840877,26883591,+,42715,972,3757,47,3094,465,404,1178,852,2987,368,2494,2218
ZBTB47,NW_010972436.1,26910530,26917097,+,6568,155,0,0,9,3,0,2,2,1,0,6,5
KLHL40,NW_010972436.1,26924847,26933918,-,9072,183,3,0,8,2,0,3,0,4,1,8,3
HHATL,NW_010972436.1,26940055,26953370,-,13316,340,0,0,7,3,1,2,0,3,2,21,2
CCDC13,NW_010972436.1,26961579,26992753,-,31175,654,38,2,75,8,7,11,21,59,7,61,39
HIGD1A,NW_010972436.1,26994442,26999865,-,5424,152,1088,28,1554,194,152,421,368,1247,103,679,1145
ACKR2,NW_010972436.1,27001877,27006450,+,4574,161,5,0,5,2,4,7,4,16,1,14,5
LOC104828057,NW_010972436.1,27010408,27011937,+,1530,44,1,0,1,0,1,1,0,1,0,4,2
OBSCN,NW_010972436.1,27017630,27193584,-,175955,3470,125,2,110,26,30,53,72,277,42,198,137
LOC104828077,NW_010972436.1,27222639,27242300,-,19662,314,716,8,450,74,62,153,149,505,50,267,448
IBA57,NW_010972436.1,27252856,27259192,-,6337,209,1335,17,1118,202,100,404,281,763,130,443,728
GJC2,NW_010972436.1,27269469,27270730,-,1262,106,1769,18,1372,178,47,503,118,231,165,216,374
GUK1,NW_010972436.1,27306500,27320983,-,14484,458,1396,25,1227,207,151,406,365,1149,92,628,979
LOC104828161,NW_010972436.1,27323038,27325505,+,2468,91,160,2,192,27,23,83,61,235,18,101,155
ARF1,NW_010972436.1,27329983,27348834,-,18852,452,2639,36,2690,359,284,743,617,2160,261,1386,1707
WNT3A,NW_010972436.1,27449704,27536015,-,86312,1773,24,1,50,6,4,23,15,34,5,83,22
WNT9A,NW_010972436.1,27573734,27628636,+,54903,1195,16,2,26,8,0,7,10,29,3,67,12
SNAP47,NW_010972436.1,28254942,28284870,-,29929,759,1321,21,1592,229,220,497,507,1896,136,983,1369
JMJD4,NW_010972436.1,28284966,28293462,+,8497,177,159,4,201,28,17,43,52,187,17,124,160
ALS2CL,NW_010972436.1,28293731,28340627,-,46897,1152,6069,102,4685,548,482,1863,1620,3808,563,4606,3193
TMIE,NW_010972436.1,28356694,28375551,+,18858,444,10,0,12,1,1,3,1,17,2,22,4
MYL3,NW_010972436.1,28517137,28553048,-,35912,750,36,1,41,10,3,10,3,21,2,62,19
PTH1R,NW_010972436.1,28687013,28803530,+,116518,2670,736,13,531,111,67,390,35,101,74,1088,156
CCDC12,NW_010972436.1,28973073,29007318,-,34246,919,1869,21,2467,344,252,674,717,2433,285,1444,2157
NBEAL2,NW_010972436.1,29020726,29039053,+,18328,555,1087,27,685,210,134,411,54,120,86,970,256
LOC104829182,NW_010972436.1,29040520,29044536,+,4017,87,3,0,5,1,0,2,0,1,0,14,1
LOC104829193,NW_010972436.1,29044724,29047512,+,2789,79,0,0,5,0,0,1,1,5,1,3,2
SETD2,NW_010972436.1,29048691,29101805,-,53115,2095,9022,185,9740,1457,1001,3026,2566,8417,815,5556,6671
KIF9,NW_010972436.1,29120374,29144416,-,24043,530,126,4,164,22,28,51,53,207,13,113,155
KLHL18,NW_010972436.1,29147829,29172987,+,25159,660,1135,24,1468,266,136,356,359,1252,67,732,634
LOC104829212,NW_010972436.1,29176381,29178218,+,1838,64,0,0,1,0,0,1,1,0,0,6,3
CAMP,NW_010972436.1,29179331,29180255,-,925,36,0,0,3,1,0,0,0,2,0,1,1
TBRG4,NW_010972436.1,29186282,29201128,+,14847,536,807,23,1345,245,206,459,391,1313,127,625,1053
NACAD,NW_010972436.1,29204921,29210291,+,5371,123,13,1,19,7,9,13,8,37,3,21,28
CCM2,NW_010972436.1,29212784,29224085,-,11302,360,643,11,698,109,99,259,185,638,59,503,524
LOC104828357,NW_010972436.1,29251705,29254030,+,2326,64,62,2,112,25,16,40,31,82,11,57,78
MYO1G,NW_010972436.1,29254311,29265879,+,11569,316,224,4,134,35,18,97,17,50,9,277,72
PTPN23,NW_010972436.1,29268164,29287267,+,19104,525,774,22,1063,187,124,317,304,872,95,606,917
LOC104828375,NW_010972436.1,29288485,29289016,+,532,24,17,2,21,8,6,9,8,31,3,32,25
SCAP,NW_010972436.1,29289406,29354752,-,65347,1600,5899,107,4972,764,601,1778,1442,4245,461,4106,3690
ELP6,NW_010972436.1,29358457,29375533,-,17077,416,468,9,397,45,57,173,207,549,45,314,429
CSPG5,NW_010972436.1,29387228,29396933,-,9706,172,2,0,5,1,1,0,2,3,1,15,5
SMARCC1,NW_010972436.1,29403621,29487353,-,83733,1765,4635,73,5150,642,553,1529,1424,4893,425,3068,4033
LOC104829253,NW_010972436.1,29499222,29534494,-,35273,753,202,3,147,16,33,81,68,188,9,197,184
DHX30,NW_010972436.1,29534872,29575500,+,40629,1018,2313,29,2522,454,373,1021,910,3252,254,1608,2415
LOC104829264,NW_010972436.1,29540699,29541385,+,687,0,0,0,0,0,0,0,0,0,0,0,0
MAP4,NW_010972436.1,29582467,29709563,-,127097,2380,1891,43,1240,182,145,456,239,430,154,1315,834
CDC25A,NW_010972436.1,29767014,29780352,-,13339,264,93,0,83,18,15,57,29,90,12,54,51
LOC104829275,NW_010972436.1,29782241,29787842,-,5602,158,116,2,116,19,10,24,35,60,5,44,62
ZNF777,NW_010972436.1,29793054,29812661,-,19608,637,1403,41,2075,378,313,627,724,2288,205,1261,1972
TIGD3,NW_010972436.1,29814458,29816037,+,1580,35,6,0,3,1,0,3,2,3,0,4,4
LOC104829304,NW_010972436.1,29820099,29823786,+,3688,95,32,0,66,11,14,24,23,47,8,62,61
LOC104829313,NW_010972436.1,29826665,29831400,-,4736,93,10,1,4,5,3,18,3,5,2,19,4
LOC104829322,NW_010972436.1,29837526,29862470,-,24945,542,199,3,214,27,31,73,73,193,14,131,158
LOC104829329,NW_010972436.1,29863974,29872854,+,8881,258,111,3,145,57,17,37,52,120,19,76,85
LOC104828432,NW_010972436.1,29875303,29883175,-,7873,297,685,15,906,154,130,249,264,861,78,444,802
KRBA1,NW_010972436.1,29885428,29890182,+,4755,125,0,0,3,3,1,1,1,4,0,11,3
LOC104828443,NW_010972436.1,29897698,29901746,-,4049,126,316,4,443,83,46,127,106,409,37,200,269
LOC104829339,NW_010972436.1,29901900,29909269,-,7370,269,13,1,34,6,4,15,7,44,7,37,26
LOC104829350,NW_010972436.1,29912042,29915589,-,3548,80,13,1,12,3,3,13,1,9,2,30,9
LOC104829357,NW_010972436.1,29920127,30001867,-,81741,1162,979,27,1502,306,179,632,376,1325,135,776,972
RARRES2,NW_010972436.1,29930750,29932302,+,1553,0,0,0,0,0,0,0,0,0,0,0,0
LRRC61,NW_010972436.1,29933502,29934272,-,771,0,0,0,0,0,0,0,0,0,0,0,0
SSPO,NW_010972436.1,29940076,29975021,+,34946,0,0,0,0,0,0,0,0,0,0,0,0
LOC104829366,NW_010972436.1,30009984,30012644,-,2661,88,24,1,23,5,6,5,4,11,4,23,4
LOC104828461,NW_010972436.1,30022240,30026898,-,4659,122,97,7,274,23,10,39,26,130,16,62,81
AOC1,NW_010972436.1,30031453,30035016,+,3564,72,0,1,2,0,0,0,0,2,0,3,1
KCNH2,NW_010972436.1,30036780,30061949,-,25170,503,0,0,11,1,1,1,0,6,4,43,11
NOS3,NW_010972436.1,30065934,30076345,+,10412,161,2,0,5,0,0,1,0,0,4,12,1
ATG9B,NW_010972436.1,30077196,30081532,-,4337,100,57,1,53,31,17,22,21,53,14,66,60
ABCB8,NW_010972436.1,30083587,30088290,+,4704,80,28,2,24,10,10,16,15,31,5,32,35
ASIC3,NW_010972436.1,30088642,30096663,+,8022,198,10,0,22,8,3,7,5,31,8,31,17
CDK5,NW_010972436.1,30098120,30107412,-,9293,65,151,5,178,40,36,78,61,161,25,101,242
SLC4A2,NW_010972436.1,30101579,30118962,+,17384,292,266,8,259,75,58,144,80,262,38,204,216
FASTK,NW_010972436.1,30120119,30134172,-,14054,436,422,14,568,112,83,241,200,679,39,350,489
TMUB1,NW_010972436.1,30134822,30136171,-,1350,36,20,0,26,18,8,18,10,39,1,24,24
AGAP3,NW_010972436.1,30162532,30310996,+,148465,3710,264,3,105,22,10,21,25,66,6,267,86
GBX1,NW_010972436.1,30316478,30333598,-,17121,378,3,0,4,2,0,0,3,6,1,21,6
ASB10,NW_010972436.1,30343122,30351446,-,8325,239,1,0,7,2,0,1,0,6,0,9,6
LOC104828496,NW_010972436.1,30367155,30368203,-,1049,15,3,0,4,1,2,3,1,2,0,2,2
ABCF2,NW_010972436.1,30372210,30382868,-,10659,289,942,16,1201,186,169,337,363,1255,78,616,1028
CHPF2,NW_010972436.1,30383947,30387826,+,3880,112,513,13,683,108,95,217,179,680,48,344,415
WDR75,NW_010972437.1,31568,50554,+,18987,354,632,8,776,96,79,218,227,772,66,387,635
SLC40A1,NW_010972437.1,86035,102125,-,16091,333,2290,48,2081,312,169,648,621,1578,199,1035,1321
ASNSD1,NW_010972437.1,132756,143031,+,10276,218,228,5,220,25,39,49,63,191,13,101,150
OSGEPL1,NW_010972437.1,147753,152598,-,4846,113,138,2,192,20,13,26,60,137,15,125,132
ORMDL1,NW_010972437.1,153786,160822,-,7037,140,84,0,77,10,10,23,22,62,10,86,83
PMS1,NW_010972437.1,164150,209184,+,45035,811,515,18,240,69,58,89,45,220,29,286,272
MSTN,NW_010972437.1,249263,255664,-,6402,150,3,0,5,1,1,1,1,4,0,8,2
LOC104829541,NW_010972437.1,294187,294450,+,264,8,0,0,3,2,0,0,0,1,1,3,4
HIBCH,NW_010972437.1,299086,347219,-,48134,806,924,16,1444,142,114,497,376,963,108,829,1084
LOC104829555,NW_010972437.1,347402,361214,+,13813,256,40,1,37,6,3,13,13,17,6,47,28
MFSD6,NW_010972437.1,367770,395536,+,27767,520,550,8,313,65,30,156,33,59,34,417,130
TMEM194B,NW_010972437.1,400476,410374,-,9899,168,470,5,475,48,21,121,91,248,34,280,261
NAB1,NW_010972437.1,446030,465486,+,19457,402,1005,15,1084,166,127,277,197,715,89,858,736
GLS,NW_010972437.1,485736,587474,+,101739,2225,11508,162,10672,1568,1057,3290,2583,8813,899,6267,7226
STAT1,NW_010972437.1,589294,617544,-,28251,677,9028,98,5832,1741,701,1960,1488,4799,574,6301,3443
STAT4,NW_010972437.1,621064,660265,-,39202,707,1657,13,676,134,92,387,74,192,96,1424,275
MYO1B,NW_010972437.1,715722,811787,+,96066,1700,1430,14,580,93,49,208,53,124,75,1187,130
TSSK6,NW_010972437.1,828954,829787,-,834,16,0,0,0,0,0,0,1,0,0,4,0
NABP1,NW_010972437.1,875295,883716,+,8422,189,702,14,226,29,27,103,33,43,28,420,84
SDPR,NW_010972437.1,931789,940359,-,8571,176,323,8,160,20,35,74,11,21,14,256,60
TMEFF2,NW_010972437.1,968454,1100708,-,132255,2786,333,8,196,40,23,101,20,70,13,305,81
SLC39A10,NW_010972437.1,2556571,2579396,+,22826,382,136,1,46,7,5,36,8,8,4,65,18
DNAH7,NW_010972437.1,2582690,2699401,-,116712,1576,127,5,101,30,12,38,19,74,11,122,50
STK17B,NW_010972437.1,2707036,2726468,-,19433,400,2088,34,866,116,93,336,150,453,73,953,723
HECW2,NW_010972437.1,2739940,2851355,-,111416,1853,186,5,98,24,12,44,21,92,9,111,113
CCDC150,NW_010972437.1,2929090,2949204,+,20115,409,927,15,935,164,107,327,272,824,83,498,800
GTF3C3,NW_010972437.1,2949216,2974779,-,25564,525,2384,48,3032,389,279,794,887,2676,242,1614,2212
LOC104829715,NW_010972437.1,2975679,2979828,-,4150,94,24,0,35,5,2,14,7,32,4,8,26
PGAP1,NW_010972437.1,2983521,3016169,-,32649,474,1092,21,1088,116,81,389,275,930,91,678,929
ANKRD44,NW_010972437.1,3025441,3102683,-,77243,1392,2968,40,1584,259,166,739,227,641,136,1663,745
SF3B1,NW_010972437.1,3188043,3213693,-,25651,996,11679,196,12185,1569,1338,3811,3164,11441,887,6729,8396
COQ10B,NW_010972437.1,3223875,3233434,+,9560,189,257,3,143,29,21,35,33,115,11,107,131
HSPD1,NW_010972437.1,3233515,3243481,-,9967,291,1358,31,1778,248,172,626,410,1906,173,909,1182
HSPE1,NW_010972437.1,3243893,3248247,+,4355,33,261,15,382,33,44,91,84,320,27,134,288
MOB4,NW_010972437.1,3245814,3264572,+,18759,286,1734,38,2292,253,188,510,492,1756,163,1156,1516
RFTN2,NW_010972437.1,3270080,3302930,-,32851,550,164,2,63,12,4,29,22,80,7,73,50
BOLL,NW_010972437.1,3313314,3340139,-,26826,354,35,0,18,3,4,14,5,22,0,21,13
PLCL1,NW_010972437.1,3526795,3573329,+,46535,1066,81,5,65,12,2,30,12,20,8,74,22
SATB2,NW_010972437.1,3924405,4036473,-,112069,2263,51,3,76,16,11,29,20,72,4,98,38
LOC104829893,NW_010972437.1,4176467,4177514,+,1048,14,15,0,23,0,5,10,6,6,0,20,11
TYW5,NW_010972437.1,4186605,4196436,-,9832,152,619,9,689,83,98,203,218,764,54,455,615
LOC104832731,NW_010972437.1,4195751,4203994,+,8244,132,272,6,335,37,28,66,115,340,25,165,224
SPATS2L,NW_010972437.1,4334944,4364704,+,29761,601,740,15,975,103,75,162,188,446,56,213,364
KCTD18,NW_010972437.1,4371648,4378254,-,6607,113,348,12,585,41,66,110,183,511,36,305,466
LOC104829947,NW_010972437.1,4378612,4383476,+,4865,83,197,3,305,36,34,64,133,338,22,248,241
SGOL2,NW_010972437.1,4383855,4393982,+,10128,155,406,9,387,58,64,93,198,485,35,330,316
AOX1,NW_010972437.1,4398070,4451141,+,53072,1034,7288,51,5774,630,757,925,2771,7286,458,3391,4893
LOC104829951,NW_010972437.1,4442284,4445517,-,3234,0,0,0,0,0,0,0,0,0,0,0,0
LOC104832748,NW_010972437.1,4458411,4500377,+,41967,780,580,5,344,64,60,59,309,739,39,257,439
BZW1,NW_010972437.1,4500236,4510630,+,10395,299,1676,39,1908,217,206,530,502,1592,145,1196,1534
CLK1,NW_010972437.1,4511697,4518321,-,6625,259,1996,48,2985,334,273,775,601,1820,231,1119,1694
PPIL3,NW_010972437.1,4522796,4529970,-,7175,123,123,1,127,22,22,50,45,106,7,88,113
NIF3L1,NW_010972437.1,4529587,4534741,+,5155,81,139,1,172,19,21,27,38,95,15,92,136
ORC2,NW_010972437.1,4537142,4554541,-,17400,351,472,8,534,85,54,155,150,420,34,398,408
FAM126B,NW_010972437.1,4561316,4615524,-,54209,1244,6820,103,7594,1071,822,2343,1898,7259,752,3917,5259
NDUFB3,NW_010972437.1,4615677,4620186,+,4510,71,270,11,322,56,44,96,118,405,14,220,227
CFLAR,NW_010972437.1,4625383,4650149,+,24767,663,3472,45,3177,593,383,1198,1020,3527,309,2245,2737
CASP10,NW_010972437.1,4650703,4661393,+,10691,327,3185,48,5106,623,445,1120,1087,3970,319,2110,3441
CASP8,NW_010972437.1,4664365,4676106,+,11742,281,728,13,686,161,121,402,243,1112,71,466,662
LOC104830116,NW_010972437.1,4680750,4699564,+,18815,316,898,19,1238,143,120,308,309,1047,87,585,919
TRAK2,NW_010972437.1,4691072,4718169,-,27098,323,330,4,424,54,26,111,70,196,29,221,292
STRADB,NW_010972437.1,4719184,4726738,+,7555,132,153,3,121,11,8,43,24,48,7,62,67
TMEM237,NW_010972437.1,4738972,4751501,-,12530,235,10,0,9,0,2,3,2,13,1,19,4
MPP4,NW_010972437.1,4754478,4777748,-,23271,421,129,1,53,12,19,31,21,87,9,64,46
ALS2,NW_010972437.1,4786071,4823458,-,37388,722,1497,24,1855,203,167,396,356,1201,127,779,1272
CDK15,NW_010972437.1,4832467,4867363,+,34897,750,43,0,30,5,7,7,7,31,4,43,18
FZD7,NW_010972437.1,4940249,4942343,+,2095,48,20,2,4,2,5,0,2,5,1,14,4
SUMO1,NW_010972437.1,5039897,5045160,-,5264,159,1667,30,2164,299,250,548,667,2306,128,1137,1762
NOP58,NW_010972437.1,5054148,5079641,+,25494,638,2534,46,2916,323,283,678,827,2478,154,1387,2268
BMPR2,NW_010972437.1,5107309,5212839,+,105531,2173,7881,115,4642,590,399,2246,1299,3706,529,3833,3813
FAM117B,NW_010972437.1,5230098,5255614,+,25517,446,369,6,250,39,22,75,34,63,22,235,75
WDR12,NW_010972437.1,5285664,5295626,-,9963,181,215,3,359,43,23,68,68,153,25,172,224
CARF,NW_010972437.1,5301462,5326218,+,24757,450,203,5,79,13,7,21,15,23,8,90,36
PLEKHM3,NW_010972437.1,5354999,5473919,+,118921,2664,4390,87,5322,545,487,1475,1626,5330,447,2634,4419
FZD5,NW_010972437.1,5465403,5467091,+,1689,0,0,0,0,0,0,0,0,0,0,0,0
CCNYL1,NW_010972437.1,5473956,5498691,-,24736,507,1847,26,1737,211,147,555,428,1264,123,1069,1397
METTL21A,NW_010972437.1,5520692,5522883,+,2192,34,54,3,29,3,3,11,4,14,1,25,35
CREB1,NW_010972437.1,5529611,5548918,-,19308,377,504,3,420,47,39,109,54,142,36,354,251
KLF7,NW_010972437.1,5627367,5683795,+,56429,1281,286,5,148,18,20,115,15,34,13,237,70
CPO,NW_010972437.1,5723557,5743413,-,19857,398,13,0,13,2,1,6,4,9,3,20,10
FASTKD2,NW_010972437.1,5752116,5764848,-,12733,235,310,5,398,32,27,78,125,254,26,212,260
MDH1B,NW_010972437.1,5764965,5773996,+,9032,171,19,0,14,5,2,5,3,8,2,11,11
DYTN,NW_010972437.1,5779375,5800477,+,21103,416,20,1,14,5,3,6,3,7,1,17,5
LOC104830300,NW_010972437.1,5807019,5810955,-,3937,66,3,0,1,2,0,1,0,3,0,0,1
ADAM23,NW_010972437.1,5828501,5907374,-,78874,1239,596,5,170,18,13,60,45,59,15,249,73
ZDBF2,NW_010972437.1,5931591,5949262,-,17672,375,1165,23,1420,129,130,334,313,1022,129,790,966
GPR1,NW_010972437.1,5971272,5972816,+,1545,30,4,0,14,1,2,2,2,6,1,1,13
EEF1B2,NW_010972437.1,5977030,5981164,-,4135,153,1660,43,1653,272,279,642,493,2124,150,1028,1521
NDUFS1,NW_010972437.1,5982270,5996032,+,13763,332,3033,60,3253,467,352,1060,1013,3510,282,1742,2682
INO80D,NW_010972437.1,6005490,6049510,+,44021,1228,9103,174,11835,1713,1097,3470,2886,9687,965,5637,7558
NRP2,NW_010972437.1,6090933,6178140,-,87208,2271,316,2,211,32,22,120,21,47,11,269,80
PARD3B,NW_010972437.1,6204030,6634384,-,430355,7455,1023,18,608,141,89,310,87,273,70,765,354
LOC104830450,NW_010972437.1,6905587,6915818,-,10232,222,84,5,63,8,8,33,5,9,5,103,20
CTLA4,NW_010972437.1,6939424,6943658,-,4235,103,116,2,54,9,4,30,6,19,3,101,8
CD28,NW_010972437.1,6977359,6987795,-,10437,235,256,2,131,20,11,69,9,10,6,152,54
RAPH1,NW_010972437.1,7081551,7139716,+,58166,1335,12240,162,9325,1592,874,3023,3167,7063,1410,6542,6032
ABI2,NW_010972437.1,7147750,7218313,-,70564,1421,3002,46,3304,477,397,1211,1266,4740,291,2106,3419
LOC104832834,NW_010972437.1,7234621,7250343,-,15723,378,524,9,672,63,65,170,191,462,50,394,610
LOC104830495,NW_010972437.1,7250929,7258597,+,7669,191,730,14,845,105,104,198,220,598,54,450,702
NBEAL1,NW_010972437.1,7265188,7351983,-,86796,1901,8307,152,10664,1367,1047,3003,2901,9746,918,5740,8299
LOC104832844,NW_010972437.1,7357111,7360474,-,3364,60,20,0,17,3,3,4,6,27,1,10,19
LOC104832854,NW_010972437.1,7365391,7373443,-,8053,170,25,3,38,5,5,8,9,31,3,19,15
LOC104832864,NW_010972437.1,7373655,7383456,-,9802,239,65,0,58,12,11,19,29,91,5,68,64
LOC104830527,NW_010972437.1,7387793,7391900,+,4108,102,194,4,96,26,16,66,28,93,6,82,70
IDH1,NW_010972437.1,7398267,7412102,-,13836,332,2775,29,1301,173,164,355,262,740,54,1172,884
PIKFYVE,NW_010972437.1,7411463,7494339,+,82877,1852,5339,89,6135,871,680,1657,1735,5759,457,3249,4592
DNAJC10,NW_010972437.1,7491698,7515100,-,23403,308,637,7,258,49,30,173,21,47,17,327,131
PDE1A,NW_010972437.1,7584266,7743709,+,159444,2544,205,3,162,34,20,79,29,118,13,235,73
PPP1R1C,NW_010972437.1,7755532,7810176,-,54645,1148,277,3,170,32,19,67,37,73,14,217,101
SSFA2,NW_010972437.1,7820938,7856545,-,35608,981,6932,120,6487,916,765,1634,692,1620,449,5020,3021
NEUROD1,NW_010972437.1,7938410,7949943,+,11534,230,3,1,8,1,0,1,1,9,1,18,6
CERKL,NW_010972437.1,7950792,8011407,+,60616,1008,40,0,40,11,7,25,15,42,3,61,30
ITGA4,NW_010972437.1,8014894,8052704,-,37811,600,1821,36,921,167,98,511,65,114,73,1066,336
UBE2E3,NW_010972437.1,8242988,8303066,-,60079,1225,1912,43,2307,287,76,687,344,876,188,795,1158
CWC22,NW_010972437.1,8553224,8587102,+,33879,816,3329,55,3327,442,336,1079,964,3001,272,1659,2455
ZNF385B,NW_010972437.1,8640339,8783161,+,142823,2404,85,2,116,13,11,35,21,73,8,157,47
SESTD1,NW_010972437.1,8830928,8891237,+,60310,992,868,12,258,32,44,110,64,110,26,370,189
CCDC141,NW_010972437.1,8911008,9008773,+,97766,1414,62,1,51,15,14,25,12,47,5,62,33
TTN,NW_010972437.1,9026395,9268434,+,242040,3785,440,9,390,71,64,143,106,359,33,385,868
PLEKHA3,NW_010972437.1,9265451,9285852,-,20402,366,979,22,1227,167,105,244,281,953,93,739,922
FKBP7,NW_010972437.1,9286890,9291954,+,5065,92,107,3,115,26,12,26,20,106,5,58,79
DFNB59,NW_010972437.1,9293207,9302303,-,9097,141,4,0,8,2,1,2,0,11,0,10,4
OSBPL6,NW_010972437.1,9321978,9373525,-,51548,843,30,2,44,6,11,14,6,34,3,45,12
RBM45,NW_010972437.1,9438959,9448322,-,9364,130,75,1,43,7,4,13,6,18,8,37,50
LOC104830823,NW_010972437.1,9452634,9454319,+,1686,34,0,0,0,0,0,0,1,1,0,1,1
PDE11A,NW_010972437.1,9459364,9600913,+,141550,2417,1174,14,425,53,68,115,79,227,42,485,157
TTC30B,NW_010972437.1,9607064,9609595,+,2532,46,160,4,88,14,13,32,27,55,4,82,65
AGPS,NW_010972437.1,9650009,9742667,-,92659,1872,11196,188,13265,1783,1488,3364,3164,12434,1198,6211,9663
NFE2L2,NW_010972437.1,9742705,9767366,+,24662,1053,21747,400,24365,3619,2824,6814,7678,28784,2024,14020,17936
HNRNPA3,NW_010972437.1,9768226,9789027,-,20802,1497,19752,447,17134,2417,2524,6635,5362,17535,1607,12813,15121
MTX2,NW_010972437.1,10185882,10216794,-,30913,592,1231,22,1696,145,131,359,411,1280,141,989,1342
HOXD3,NW_010972437.1,10244354,10255277,-,10924,57,0,0,0,1,0,0,2,1,2,2,2
HOXD4,NW_010972437.1,10268715,10269834,-,1120,46,0,0,0,0,0,0,0,0,0,1,0
HOXD8,NW_010972437.1,10286075,10287231,-,1157,34,0,0,0,0,0,0,0,0,0,0,0
HOXD11,NW_010972437.1,10291486,10308650,-,17165,261,4,0,8,0,0,0,2,7,0,9,4
HOXD10,NW_010972437.1,10296295,10299336,-,3042,0,0,0,0,0,0,0,0,0,0,0,0
