GeneID,Chr,Start,End,Strand,Length,Eagle_002_null,Eagle_002_lps,Eagle_004_null,Eagle_004_lps,Eagle_006_null,Eagle_006_lps,Eagle_007_null,Eagle_007_lps,Eagle_008_null,Eagle_008_lps,Eagle_012_null,Eagle_012_lps,Eagle_013_null,Eagle_013_lps,Eagle_014_null,Eagle_014_lps,Eagle_015_null,Eagle_015_lps,Eagle_020_null,Eagle_020_lps,Eagle_021_null,Eagle_021_lps,Eagle_022_null,Eagle_022_lps
MSRB2,NW_010972436.1,10481513,10489862,+,8350,29,154,6,4,2,0,5,4,6,0,4,1,4,1,6,2,10,5,3,0,2,8,5,0
PTF1A,NW_010972436.1,10512774,10516490,+,3717,0,76,2,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,2,0,1,5,0,2
LOC104840362,NW_010972436.1,10856385,10959814,+,103430,242,1907,114,149,67,2,47,74,69,21,42,10,13,24,44,15,169,63,85,4,48,114,103,41
KIAA1217,NW_010972436.1,10989272,11042427,+,53156,105,1043,59,86,24,1,27,38,26,5,13,7,7,6,16,3,68,23,27,2,25,63,64,26
LOC104840215,NW_010972436.1,11039877,11041863,+,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP21,NW_010972436.1,11050415,11173350,-,122936,1582,2216,1498,2041,795,34,1821,1300,688,207,132,253,834,638,1528,183,681,306,1786,134,705,1890,4206,825
PRTFDC1,NW_010972436.1,11203734,11249542,-,45809,134,824,85,58,24,1,50,53,49,10,24,16,18,20,40,12,64,19,79,1,24,57,113,24
ENKUR,NW_010972436.1,11262413,11275884,-,13472,37,201,10,9,10,0,8,10,8,3,3,3,1,0,4,2,26,8,15,1,3,9,11,3
THNSL1,NW_010972436.1,11280164,11282540,+,2377,6,55,2,7,6,1,6,4,2,1,1,0,3,2,4,1,2,3,4,0,3,2,3,3
GPR158,NW_010972436.1,11347086,11552412,+,205327,487,3752,252,84,123,3,111,101,117,18,86,14,34,50,80,34,279,112,120,12,96,185,128,82
MYO3A,NW_010972436.1,11654253,11780396,+,126144,264,2265,163,82,81,7,109,83,86,18,35,9,37,33,57,18,183,60,109,6,46,117,129,48
GAD2,NW_010972436.1,11782832,11822713,+,39882,70,778,253,232,22,1,109,159,138,23,20,12,28,16,17,5,43,19,188,21,15,52,26,8
APBB1IP,NW_010972436.1,11901506,11970321,+,68816,1086,1296,724,1117,463,22,687,536,382,88,34,59,282,252,431,36,246,66,713,54,255,763,1213,181
LOC104828880,NW_010972436.1,11976946,12003047,-,26102,201,427,104,173,62,5,106,95,55,14,23,10,46,39,75,16,90,50,126,5,53,115,188,68
PDSS1,NW_010972436.1,12005284,12026842,+,21559,210,399,160,269,61,3,152,120,89,19,25,16,76,39,93,16,53,35,175,8,64,177,247,53
ABI1,NW_010972436.1,12027730,12112259,-,84530,3627,1881,2777,4282,3731,73,2625,2930,1767,391,762,379,1446,1112,2262,733,2502,1993,3217,311,2225,3059,4327,2339
ACBD5,NW_010972436.1,12133128,12163500,+,30373,1872,573,735,869,1790,26,950,1178,909,178,429,123,666,437,1048,443,1622,1377,1142,112,781,574,1288,1017
MASTL,NW_010972436.1,12167820,12186668,-,18849,413,305,184,161,374,1,161,197,170,32,120,20,92,74,201,71,416,305,278,18,171,94,231,171
YME1L1,NW_010972436.1,12190717,12213406,+,22690,4684,423,2825,2704,4495,51,3052,3746,2767,527,1242,425,1854,1201,2364,1034,4294,3884,4189,338,3049,2001,3361,2983
PTCHD3,NW_010972436.1,12218571,12226493,-,7923,269,193,131,349,165,12,134,354,154,39,80,51,111,102,97,38,272,231,233,26,130,256,204,148
LOC104828905,NW_010972436.1,12247902,12262839,+,14938,110,341,38,428,16,6,20,215,21,22,10,15,21,44,28,15,49,41,33,15,16,222,61,71
RAB18,NW_010972436.1,12308922,12325277,+,16356,2318,368,1748,1893,2269,30,1677,1944,1675,288,674,231,1112,633,1154,568,2298,2081,2076,165,1531,1126,1942,1298
TRNAN-GUU_2,NW_010972436.1,12329073,12329146,-,74,2,11,0,1,4,0,3,3,2,0,2,0,2,1,0,0,3,2,4,0,3,2,1,0
MKX,NW_010972436.1,12389811,12449463,-,59653,89,963,38,11,25,0,25,31,24,5,10,6,6,7,13,6,65,31,30,2,26,40,38,16
ARMC4,NW_010972436.1,12467460,12555529,-,88070,212,1452,128,47,64,0,39,61,73,18,35,9,14,13,39,15,115,86,63,1,39,70,68,29
MPP7,NW_010972436.1,12580083,12729446,-,149364,3063,2581,4019,5788,5293,74,4102,5728,3047,688,955,437,2234,1510,2695,1358,3557,3338,3542,346,2108,2265,6479,3709
LOC104841904,NW_010972436.1,12758649,12778064,-,19416,1360,455,938,1217,1445,26,1188,1441,875,205,390,156,614,335,740,345,1424,1374,1097,112,907,753,1745,1052
WAC,NW_010972436.1,12778697,12842675,+,63979,18309,1739,12764,13405,19069,246,13030,16335,11878,2271,5902,1724,7109,4789,9000,3868,17392,15128,15766,1326,12142,8546,14440,10607
BAMBI,NW_010972436.1,12872691,12876998,+,4308,171,96,60,142,74,3,192,131,98,24,41,36,136,81,96,23,120,63,184,7,85,193,410,78
LOC104828928,NW_010972436.1,13139539,13142409,+,2871,17,76,33,39,1,0,22,15,11,1,1,2,6,3,5,4,9,4,14,3,2,5,8,2
MAP3K8,NW_010972436.1,13205891,13221424,-,15534,995,346,557,1162,538,22,368,480,216,85,78,51,94,148,264,44,274,140,396,30,370,589,902,267
MTPAP,NW_010972436.1,13226645,13241956,+,15312,1314,323,1167,1210,1711,19,1012,1362,721,172,327,99,623,287,842,390,1403,1158,1342,121,921,675,1150,1058
KIAA1462,NW_010972436.1,13340855,13357394,+,16540,362,380,221,242,60,0,176,101,93,14,16,70,46,23,128,2,86,34,129,3,148,261,432,55
SVIL,NW_010972436.1,13537015,13604342,+,67328,2725,1281,2407,2532,1249,38,1986,1074,856,172,140,252,605,380,719,74,633,178,1341,55,1078,1885,2290,326
ZNF438,NW_010972436.1,13665684,13689265,-,23582,942,354,511,702,1105,12,680,868,513,110,281,82,425,257,508,183,798,720,908,76,692,630,877,573
ZEB1,NW_010972436.1,13826155,13949199,+,123045,31306,3338,29690,40272,53224,714,40503,58384,28296,6241,9465,3541,22519,14849,31904,14095,31369,32612,45869,4414,28595,22651,67147,31640
ARHGAP12,NW_010972436.1,14025888,14098238,-,72351,842,1239,766,1312,700,19,454,418,295,45,74,31,158,152,267,48,276,100,621,51,328,593,810,239
KIF5B,NW_010972436.1,14136456,14174698,-,38243,9588,1265,7491,8061,10143,128,8080,10175,6061,1199,2853,883,4831,2890,4999,2226,9442,8226,9371,857,6867,4915,9279,6602
EPC1,NW_010972436.1,14216917,14288079,-,71163,14338,1669,11179,11069,14621,203,11703,13168,9613,1778,4415,1322,6786,4413,8180,3407,15895,12546,13159,1236,9929,7235,11539,7723
ITGB1,NW_010972436.1,14335906,14363533,-,27628,915,480,1278,1749,532,38,1415,1119,511,154,88,106,385,289,738,109,294,202,1325,70,467,979,1981,313
NRP1,NW_010972436.1,14442196,14556425,-,114230,943,2255,781,839,206,21,926,509,260,48,45,89,294,179,798,36,330,93,769,36,286,701,1686,163
PARD3,NW_010972436.1,14860976,15321520,-,460545,1611,7827,626,315,369,6,354,375,387,86,212,60,119,120,195,110,773,397,384,22,241,440,394,175
CUL2,NW_010972436.1,15372119,15426893,-,54775,3526,902,3503,4360,4991,65,3826,5320,2478,510,1089,363,2296,1317,2358,1004,3893,3521,4329,409,2885,2528,4979,3556
CREM,NW_010972436.1,15441504,15477467,+,35964,9684,907,9739,12736,23976,349,15554,22091,8245,1715,3432,1072,10842,6081,5856,2724,11118,9989,14353,1224,10227,7326,15629,9784
CCNY,NW_010972436.1,15504522,15631664,+,127143,3303,2498,6031,8232,24793,308,13806,17851,4166,842,1380,512,4392,2737,2194,725,3713,3011,12584,1194,8877,7601,13847,11494
GJD4,NW_010972436.1,15649106,15653796,+,4691,20,85,9,19,7,0,7,9,7,0,1,0,2,3,3,1,7,6,5,0,0,9,12,2
FZD8,NW_010972436.1,15671887,15681033,-,9147,14,103,11,12,22,0,14,19,14,7,4,2,15,6,6,3,23,15,30,2,16,12,20,20
LOC104842849,NW_010972436.1,16181815,16199063,-,17249,33,309,15,8,8,0,13,13,14,3,13,2,3,7,5,0,18,15,19,1,12,17,8,5
TRNAG-UCC,NW_010972436.1,16195972,16196043,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF6,NW_010972436.1,16811096,16820071,+,8976,521,197,539,1554,282,18,537,624,278,109,41,92,195,243,294,52,184,107,542,58,269,901,1006,240
PITRM1,NW_010972436.1,17134538,17165544,+,31007,2388,657,1819,1754,3149,43,2225,2887,1689,331,634,227,974,594,1111,571,1901,1691,2122,180,1791,1084,1533,1551
PFKP,NW_010972436.1,17166327,17213312,-,46986,1936,827,2033,6137,2043,80,1753,2518,754,232,200,148,741,529,975,329,851,714,1729,179,805,2571,2270,1255
ADARB2,NW_010972436.1,18188902,18301615,+,112714,202,2366,109,70,52,1,30,50,62,14,30,7,15,14,32,9,129,32,62,8,45,138,68,39
WDR37,NW_010972436.1,18335910,18374979,-,39070,5346,723,3766,3999,4427,62,3574,4288,3120,528,1328,395,2304,1380,3191,1218,5101,4349,4431,394,2925,2420,4685,3929
IDI1,NW_010972436.1,18392084,18397657,+,5574,531,143,398,635,768,10,423,642,333,77,123,47,234,173,364,151,401,367,481,40,375,390,594,407
GTPBP4,NW_010972436.1,18401161,18413961,-,12801,1060,321,1020,1082,1563,18,827,973,749,181,310,109,597,403,744,304,1204,938,1198,101,811,589,993,941
LARP4B,NW_010972436.1,18485967,18527232,+,41266,4606,891,3377,3859,5149,77,2941,3804,2886,569,1077,392,2552,1521,2195,987,4393,3587,4064,358,3199,2488,3218,2643
DIP2C,NW_010972436.1,18766340,18921186,+,154847,380,2784,535,548,634,17,420,593,400,90,69,26,213,178,245,106,345,199,605,56,189,256,695,421
ZMYND11,NW_010972436.1,18935282,19045172,-,109891,10437,2286,9439,9536,12288,165,9034,11039,7298,1251,2920,948,4938,3170,8158,3462,11777,10352,12476,1060,9517,6780,9827,9171
LOC104828992,NW_010972436.1,19187294,19187830,+,537,1,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1
VIPR2,NW_010972436.1,19187855,19246574,+,58720,152,1000,62,24,33,1,30,32,39,10,22,2,5,14,26,9,70,35,50,3,27,50,43,17
WDR60,NW_010972436.1,19309252,19343163,-,33912,157,492,151,129,118,5,119,117,83,16,25,14,84,53,78,18,110,57,148,7,76,94,144,69
ESYT2,NW_010972436.1,19350153,19441018,+,90866,6379,1624,5357,6550,7008,95,5555,6581,3387,616,1158,500,2861,1837,3071,1138,4018,3284,7267,634,4021,4064,7558,4409
NCAPG2,NW_010972436.1,19450624,19500934,+,50311,228,797,117,118,114,1,96,93,55,12,46,16,63,39,74,27,148,107,117,10,65,97,162,54
PTPRN2,NW_010972436.1,19654172,20177887,+,523716,1205,8317,618,251,322,4,283,319,337,69,220,34,102,128,184,83,827,299,339,28,213,402,353,183
DNAJB6,NW_010972436.1,20260836,20342778,-,81943,14497,1891,11828,13977,24412,328,14784,19849,11985,2416,4982,1461,10140,6144,7701,3676,15517,14041,19894,1843,11546,8061,18702,9322
UBE3C,NW_010972436.1,20352878,20432998,-,80121,2549,1312,2231,2644,2489,33,1704,2174,1689,345,504,197,1378,843,1888,668,2586,2156,2807,225,1654,1528,2915,1795
MNX1,NW_010972436.1,20474816,20478158,+,3343,8,74,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,7,0,1
NOM1,NW_010972436.1,20489360,20504505,-,15146,502,274,209,155,268,2,207,246,198,46,130,25,137,63,196,90,486,351,234,17,307,169,195,218
LMBR1,NW_010972436.1,20527813,20599874,+,72062,12554,1545,9984,10534,16452,211,9859,13129,7969,1567,3271,1061,6062,3783,6395,2715,10361,9093,13733,1221,7485,5403,11432,8387
RNF32,NW_010972436.1,20609625,20624734,-,15110,118,228,84,97,133,0,60,96,61,19,47,12,73,62,46,18,105,88,167,11,55,73,87,55
SHH,NW_010972436.1,20973959,20983969,+,10011,10,210,7,1,0,0,2,4,6,3,1,0,0,2,2,3,13,1,7,2,3,10,8,3
RBM33,NW_010972436.1,21015459,21121102,-,105644,37592,5194,25678,27186,39126,492,24903,30892,23659,4536,11043,3520,15807,10018,18711,8208,35541,31307,34339,2986,23583,16385,31055,22463
LOC104829042,NW_010972436.1,21121062,21193572,+,72511,258,1662,101,62,117,2,83,104,77,9,34,17,41,25,86,46,243,152,99,20,132,170,162,126
EN2,NW_010972436.1,21235402,21236025,-,624,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1
INSIG1,NW_010972436.1,21294914,21302257,-,7344,110,143,121,152,95,4,124,134,49,12,25,9,55,31,53,22,68,48,123,5,61,56,131,45
HTR5A,NW_010972436.1,21443375,21446327,-,2953,1,69,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,4,1,1
PAXIP1,NW_010972436.1,21467396,21502794,+,35399,1380,666,1112,1332,1759,22,1057,1280,859,159,399,152,498,295,680,261,1149,929,1091,90,742,572,1042,884
DPP6,NW_010972436.1,21548410,21808385,-,259976,610,4831,309,213,127,2,139,156,152,29,80,14,40,55,89,35,305,152,172,10,126,217,185,98
ACTR3B,NW_010972436.1,22483894,22510693,-,26800,2433,519,1827,1846,2134,27,1668,1813,1485,285,680,234,1029,715,1427,523,2331,1877,2070,185,1710,1316,1847,1439
XRCC2,NW_010972436.1,22533028,22547605,+,14578,430,278,412,648,380,12,527,518,277,97,36,68,216,193,276,73,301,174,528,44,288,540,1107,256
KMT2C,NW_010972436.1,22605440,22786629,+,181190,75615,10548,52048,60543,84156,1252,53094,66344,45305,9802,17219,6132,28037,19520,37479,16433,62846,55059,66727,5610,49017,36835,75155,46105
LOC104843215,NW_010972436.1,22784473,22789721,-,5249,18,79,8,23,5,0,13,18,9,4,3,0,12,9,11,5,13,7,13,0,8,18,36,6
GALNT11,NW_010972436.1,22790282,22835980,-,45699,229,866,127,139,127,3,110,124,78,19,25,13,49,55,79,21,92,46,159,4,83,125,177,63
PRKAG2,NW_010972436.1,22944255,23101340,+,157086,2874,3140,2480,2999,2661,54,2205,2273,1561,309,419,213,1340,807,1554,505,1536,1128,2833,230,1291,1606,3690,1546
RHEB,NW_010972436.1,23107196,23149942,+,42747,6072,933,3681,3936,5505,73,3506,4540,3376,642,1753,536,2372,1427,2569,1070,5234,4516,4823,389,3324,2293,5597,3430
CRYGN,NW_010972436.1,23157529,23166592,+,9064,32,291,18,10,17,1,8,16,15,6,13,5,16,10,5,1,35,25,13,1,15,22,16,6
WDR86,NW_010972436.1,23184940,23206929,+,21990,56,433,50,89,21,0,43,65,37,11,29,14,26,33,35,9,56,41,65,5,31,85,66,29
NUB1,NW_010972436.1,23210548,23227745,-,17198,4200,463,2853,4493,3846,61,3789,4960,2371,632,838,382,1623,1300,2102,946,3509,3414,4284,347,2656,2693,4099,2744
LOC104843330,NW_010972436.1,23233748,23239395,-,5648,463,118,150,237,316,5,170,219,190,46,115,34,178,116,202,92,383,400,378,39,245,184,467,240
XYLB,NW_010972436.1,23251428,23334949,+,83522,1122,1504,754,848,668,14,852,918,659,128,222,98,438,306,506,192,735,773,1176,95,590,688,1340,510
ACVR2B,NW_010972436.1,23623292,23719625,+,96334,430,1990,1646,1608,2774,18,877,1182,732,121,66,30,610,407,303,135,372,217,7337,765,505,369,5185,4924
EXOG,NW_010972436.1,23730192,23760504,+,30313,1174,579,2227,2544,3546,46,1418,1915,1234,236,240,96,826,471,1010,512,1203,879,6368,618,1211,865,6626,5418
SCN5A,NW_010972436.1,23850146,24024817,-,174672,367,3216,236,158,147,2,123,119,116,26,74,11,50,32,82,34,258,96,158,12,71,151,99,57
LOC104829073,NW_010972436.1,24084803,24119426,-,34624,74,504,44,15,25,0,24,26,17,2,11,6,3,18,16,7,56,18,19,1,17,21,24,19
LOC104829076,NW_010972436.1,24146506,24202746,-,56241,143,841,89,39,41,0,29,39,36,6,22,4,12,19,16,9,83,38,48,2,17,48,41,23
WDR48,NW_010972436.1,24213605,24243032,+,29428,3671,558,3052,3057,4497,57,3271,3855,2437,423,1130,304,1770,1029,2143,967,3397,3054,3717,328,2590,1814,2836,2445
GORASP1,NW_010972436.1,24248524,24256751,-,8228,237,158,271,272,204,2,180,256,184,36,61,19,101,57,100,52,224,192,299,27,223,160,168,162
LOC104829083,NW_010972436.1,24282466,24289958,+,7493,14,168,6,10,3,0,2,4,1,2,2,0,0,2,2,0,9,3,3,0,3,7,10,2
CSRNP1,NW_010972436.1,24302780,24308460,-,5681,228,156,106,264,63,12,79,158,56,25,10,17,19,42,64,8,49,18,67,13,74,220,168,46
XIRP1,NW_010972436.1,24602294,24624122,+,21829,29,502,14,20,17,0,13,11,11,2,5,1,5,4,5,3,32,10,14,1,10,20,15,8
LOC104829091,NW_010972436.1,24641875,24647938,-,6064,5,144,5,3,1,0,2,3,3,0,1,0,2,0,2,0,7,4,0,0,3,8,6,1
OXSR1,NW_010972436.1,24650170,24747470,-,97301,2681,2138,2273,3421,3398,86,1753,2318,1477,314,530,233,1121,784,1292,553,2017,1456,2382,249,1526,2111,2543,1606
MYD88,NW_010972436.1,24755198,24767737,-,12540,568,317,789,1502,907,20,960,1531,425,165,203,139,454,359,407,210,730,879,726,84,576,933,1480,936
LOC104829106,NW_010972436.1,24769382,24790689,-,21308,52,469,32,35,27,1,40,29,19,5,6,1,12,5,25,4,29,19,48,3,25,53,59,9
LOC104827837,NW_010972436.1,24825896,24884629,+,58734,681,1335,598,576,1142,14,1389,1779,476,92,92,51,159,118,488,191,428,403,2042,222,425,469,972,589
ACAA1,NW_010972436.1,24888035,24901111,+,13077,1725,291,1243,1374,2301,27,1395,1823,1163,251,487,185,728,445,921,448,1616,1405,1642,145,1102,770,1553,1270
DLEC1,NW_010972436.1,24901255,24940607,-,39353,671,813,611,623,425,7,524,713,562,116,299,88,284,176,348,166,561,499,648,52,328,243,754,640
PLCD1,NW_010972436.1,24968046,25015433,+,47388,140,1106,91,293,24,1,39,46,42,9,11,7,10,13,40,7,48,23,52,5,31,129,91,22
VILL,NW_010972436.1,25019055,25056867,-,37813,65,881,33,22,20,0,24,27,23,8,21,3,19,10,15,11,50,48,21,2,16,37,45,24
CTDSPL,NW_010972436.1,25075956,25161602,-,85647,22658,2079,16935,20430,26907,335,15875,21921,14921,2927,6473,2101,9046,5957,12013,5095,19030,18677,20400,1872,13421,10019,25326,14114
GARS,NW_010972436.1,25306184,25334820,+,28637,1556,632,1282,1559,1588,26,1252,1568,974,185,339,129,841,491,958,422,1550,1466,1324,119,888,770,1382,1436
LOC104829121,NW_010972436.1,25346490,25365740,-,19251,36,400,11,9,10,1,7,11,10,4,2,1,1,4,7,5,26,9,21,0,11,30,18,6
CRHR2,NW_010972436.1,25420109,25530727,-,110619,200,2097,133,37,63,0,61,66,67,7,47,9,17,23,40,17,164,60,60,8,42,93,68,43
FAM188B,NW_010972436.1,25725369,25805944,+,80576,228,1327,103,58,53,0,73,50,53,12,41,5,22,18,25,11,140,47,67,4,42,82,82,34
AQP1,NW_010972436.1,25862317,25880995,+,18679,47,338,33,70,7,0,10,14,12,1,7,2,4,13,7,2,25,13,9,0,18,31,16,6
GHRHR,NW_010972436.1,25913477,25936275,+,22799,46,431,28,8,15,1,7,12,10,3,12,1,1,9,13,6,27,7,18,1,8,20,13,2
ADCYAP1R1,NW_010972436.1,26196511,26302553,+,106043,240,1802,127,48,62,1,60,68,70,14,48,13,21,27,37,17,135,58,63,2,56,74,76,25
LOC104827927,NW_010972436.1,26314313,26343562,-,29250,73,464,27,8,14,0,16,19,13,2,11,3,5,5,19,3,63,6,24,1,14,20,20,11
VIPR1,NW_010972436.1,26639405,26715208,+,75804,151,1381,81,29,47,2,34,37,47,14,18,4,12,23,23,11,88,44,44,2,33,59,52,26
SEC22C,NW_010972436.1,26767137,26817337,-,50201,4774,1209,3642,3729,5206,67,3917,4671,2933,544,1400,516,1927,1131,2739,1217,4529,3954,4539,391,3370,2390,3985,3557
NKTR,NW_010972436.1,26840877,26883591,+,42715,4305,972,3311,3757,3945,47,2531,3094,2475,465,1048,404,1795,1178,2419,852,3666,2987,3825,368,2800,2494,3268,2218
ZBTB47,NW_010972436.1,26910530,26917097,+,6568,14,155,8,0,2,0,3,9,5,3,0,0,1,2,3,2,11,1,7,0,4,6,7,5
KLHL40,NW_010972436.1,26924847,26933918,-,9072,12,183,7,3,5,0,1,8,3,2,0,0,2,3,5,0,8,4,1,1,5,8,5,3
HHATL,NW_010972436.1,26940055,26953370,-,13316,24,340,2,0,3,0,5,7,4,3,2,1,0,2,7,0,13,3,1,2,5,21,9,2
CCDC13,NW_010972436.1,26961579,26992753,-,31175,99,654,56,38,63,2,51,75,45,8,27,7,16,11,39,21,83,59,52,7,43,61,54,39
HIGD1A,NW_010972436.1,26994442,26999865,-,5424,1450,152,1139,1088,1713,28,1292,1554,999,194,569,152,694,421,829,368,1566,1247,1376,103,1197,679,1113,1145
ACKR2,NW_010972436.1,27001877,27006450,+,4574,17,161,11,5,8,0,7,5,9,2,8,4,11,7,4,4,22,16,6,1,9,14,4,5
LOC104828057,NW_010972436.1,27010408,27011937,+,1530,6,44,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,2,4,3,2
OBSCN,NW_010972436.1,27017630,27193584,-,175955,538,3470,220,125,131,2,112,110,126,26,75,30,53,53,145,72,410,277,398,42,106,198,190,137
LOC104828077,NW_010972436.1,27222639,27242300,-,19662,605,314,746,716,672,8,368,450,374,74,198,62,268,153,386,149,607,505,622,50,364,267,579,448
IBA57,NW_010972436.1,27252856,27259192,-,6337,1182,209,1256,1335,1237,17,998,1118,869,202,257,100,622,404,540,281,1019,763,1498,130,691,443,851,728
GJC2,NW_010972436.1,27269469,27270730,-,1262,574,106,1536,1769,914,18,1160,1372,802,178,68,47,714,503,156,118,281,231,1502,165,360,216,445,374
GUK1,NW_010972436.1,27306500,27320983,-,14484,1328,458,1015,1396,1412,25,969,1227,882,207,398,151,625,406,607,365,1263,1149,1339,92,763,628,1254,979
LOC104828161,NW_010972436.1,27323038,27325505,+,2468,274,91,131,160,243,2,213,192,145,27,86,23,104,83,140,61,228,235,201,18,123,101,156,155
ARF1,NW_010972436.1,27329983,27348834,-,18852,2973,452,2309,2639,3423,36,2130,2690,1710,359,853,284,1289,743,1549,617,2650,2160,3003,261,1804,1386,2196,1707
WNT3A,NW_010972436.1,27449704,27536015,-,86312,133,1773,99,24,36,1,30,50,38,6,30,4,16,23,34,15,90,34,61,5,35,83,69,22
WNT9A,NW_010972436.1,27573734,27628636,+,54903,123,1195,53,16,29,2,21,26,38,8,14,0,6,7,24,10,77,29,26,3,24,67,42,12
SNAP47,NW_010972436.1,28254942,28284870,-,29929,2588,759,1496,1321,1801,21,1311,1592,1446,229,684,220,890,497,997,507,2214,1896,1651,136,1491,983,1212,1369
JMJD4,NW_010972436.1,28284966,28293462,+,8497,331,177,166,159,238,4,184,201,192,28,82,17,83,43,121,52,263,187,192,17,211,124,107,160
ALS2CL,NW_010972436.1,28293731,28340627,-,46897,5361,1152,4626,6069,5176,102,4290,4685,2651,548,770,482,2675,1863,5175,1620,5782,3808,6059,563,4532,4606,6298,3193
TMIE,NW_010972436.1,28356694,28375551,+,18858,29,444,12,10,7,0,12,12,6,1,3,1,3,3,6,1,19,17,8,2,9,22,15,4
MYL3,NW_010972436.1,28517137,28553048,-,35912,73,750,51,36,24,1,18,41,28,10,5,3,14,10,18,3,53,21,34,2,30,62,44,19
PTH1R,NW_010972436.1,28687013,28803530,+,116518,616,2670,423,736,135,13,612,531,330,111,34,67,381,390,461,35,223,101,767,74,206,1088,1222,156
CCDC12,NW_010972436.1,28973073,29007318,-,34246,3169,919,2251,1869,3207,21,2369,2467,1961,344,799,252,991,674,1522,717,3122,2433,2596,285,2369,1444,1648,2157
NBEAL2,NW_010972436.1,29020726,29039053,+,18328,903,555,667,1087,416,27,1053,685,444,210,43,134,244,411,283,54,226,120,768,86,273,970,1462,256
LOC104829182,NW_010972436.1,29040520,29044536,+,4017,3,87,3,3,1,0,2,5,1,1,0,0,0,2,5,0,6,1,5,0,0,14,4,1
LOC104829193,NW_010972436.1,29044724,29047512,+,2789,8,79,1,0,2,0,2,5,4,0,2,0,3,1,4,1,2,5,8,1,4,3,9,2
SETD2,NW_010972436.1,29048691,29101805,-,53115,9429,2095,7322,9022,9987,185,8122,9740,6487,1457,2426,1001,4086,3026,5131,2566,9434,8417,8451,815,6278,5556,8339,6671
KIF9,NW_010972436.1,29120374,29144416,-,24043,231,530,157,126,190,4,131,164,145,22,71,28,80,51,100,53,269,207,115,13,122,113,122,155
KLHL18,NW_010972436.1,29147829,29172987,+,25159,1438,660,1632,1135,1682,24,1343,1468,1734,266,429,136,608,356,755,359,1610,1252,804,67,1149,732,481,634
LOC104829212,NW_010972436.1,29176381,29178218,+,1838,6,64,1,0,2,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,6,0,3
CAMP,NW_010972436.1,29179331,29180255,-,925,1,36,1,0,0,0,0,3,1,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1
TBRG4,NW_010972436.1,29186282,29201128,+,14847,1665,536,880,807,1468,23,1381,1345,1137,245,410,206,587,459,654,391,1450,1313,1221,127,896,625,917,1053
NACAD,NW_010972436.1,29204921,29210291,+,5371,55,123,14,13,21,1,16,19,32,7,11,9,17,13,13,8,43,37,16,3,27,21,21,28
CCM2,NW_010972436.1,29212784,29224085,-,11302,1153,360,592,643,637,11,662,698,559,109,283,99,314,259,372,185,837,638,620,59,545,503,583,524
LOC104828357,NW_010972436.1,29251705,29254030,+,2326,114,64,66,62,152,2,114,112,89,25,32,16,36,40,48,31,104,82,106,11,83,57,62,78
MYO1G,NW_010972436.1,29254311,29265879,+,11569,190,316,117,224,68,4,215,134,115,35,15,18,69,97,70,17,110,50,173,9,71,277,276,72
PTPN23,NW_010972436.1,29268164,29287267,+,19104,1011,525,713,774,1351,22,1087,1063,842,187,258,124,376,317,503,304,1152,872,963,95,814,606,878,917
LOC104828375,NW_010972436.1,29288485,29289016,+,532,28,24,16,17,22,2,39,21,31,8,5,6,11,9,13,8,42,31,38,3,14,32,29,25
SCAP,NW_010972436.1,29289406,29354752,-,65347,4658,1600,4042,5899,5885,107,4017,4972,3145,764,1125,601,1968,1778,3088,1442,4980,4245,4221,461,3475,4106,4826,3690
ELP6,NW_010972436.1,29358457,29375533,-,17077,500,416,463,468,494,9,326,397,252,45,135,57,249,173,480,207,815,549,527,45,414,314,371,429
CSPG5,NW_010972436.1,29387228,29396933,-,9706,10,172,6,2,1,0,3,5,2,1,2,1,0,0,4,2,2,3,4,1,5,15,4,5
SMARCC1,NW_010972436.1,29403621,29487353,-,83733,5757,1765,4267,4635,6271,73,4098,5150,3583,642,1590,553,2379,1529,3350,1424,5379,4893,5146,425,4044,3068,4810,4033
LOC104829253,NW_010972436.1,29499222,29534494,-,35273,269,753,170,202,183,3,144,147,164,16,78,33,95,81,148,68,279,188,180,9,166,197,285,184
DHX30,NW_010972436.1,29534872,29575500,+,40629,4405,1018,2239,2313,2969,29,2198,2522,2336,454,1151,373,1529,1021,1715,910,4178,3252,2531,254,2400,1608,2576,2415
